customer_id,tenure_months,monthly_charges,contract_type,payment_method,num_complaints,churn
C001693,1,24.99,one-year,bank-transfer,0,0
C001694,56,22.42,two-year,credit-card,0,0
C001695,64,117.44,month-to-month,bank-transfer,0,0
C001696,9,73.75,one-year,electronic-check,3,0
C001697,66,80.73,two-year,electronic-check,0,0
C001698,11,76.6,one-year,bank-transfer,0,0
C001699,15,46.5,month-to-month,bank-transfer,0,1
C001700,71,63.67,one-year,bank-transfer,1,0
C001701,8,108.44,month-to-month,bank-transfer,1,1
C001702,2,37.41,two-year,bank-transfer,1,0
C001703,9,91.9,one-year,bank-transfer,0,0
C001704,18,68.96,two-year,credit-card,0,0
C001705,68,35.11,one-year,electronic-check,0,0
C001706,72,91.76,month-to-month,electronic-check,0,0
C001707,17,114.42,one-year,credit-card,0,1
C001708,68,67.43,two-year,bank-transfer,0,0
C001709,9,60.0,two-year,electronic-check,0,0
C001710,19,88.17,two-year,bank-transfer,0,0
C001711,54,99.15,month-to-month,electronic-check,1,1
C001712,29,98.26,one-year,credit-card,0,1
C001713,44,77.2,two-year,electronic-check,1,0
C001714,2,56.94,one-year,electronic-check,0,0
C001715,35,95.22,one-year,bank-transfer,0,0
C001716,44,117.85,two-year,electronic-check,0,0
C001717,4,46.71,month-to-month,electronic-check,0,1
C001718,27,78.71,month-to-month,bank-transfer,0,1
C001719,44,114.23,month-to-month,credit-card,0,1
C001720,42,88.81,one-year,electronic-check,0,1
C001721,11,61.74,one-year,electronic-check,0,0
C001722,46,84.26,one-year,credit-card,0,0
C001723,64,102.49,two-year,bank-transfer,0,0
C001724,48,31.07,two-year,bank-transfer,0,0
C001725,38,47.05,two-year,electronic-check,0,0
C001726,6,57.27,one-year,credit-card,4,1
C001727,49,37.1,month-to-month,bank-transfer,1,1
C001728,10,87.78,two-year,credit-card,0,0
C001729,19,63.18,one-year,bank-transfer,0,0
C001730,10,62.05,two-year,electronic-check,3,0
C001731,3,108.51,one-year,credit-card,2,0
C001732,6,96.24,month-to-month,credit-card,1,0
C001733,39,99.46,one-year,bank-transfer,0,1
C001734,38,56.6,one-year,bank-transfer,0,0
C001735,29,39.9,one-year,electronic-check,0,0
C001736,20,118.25,one-year,bank-transfer,0,0
C001737,55,91.98,month-to-month,bank-transfer,1,1
C001738,19,111.92,two-year,electronic-check,0,0
C001739,44,72.69,one-year,bank-transfer,1,0
C001740,40,65.71,month-to-month,bank-transfer,0,0
C001741,2,87.31,one-year,electronic-check,0,0
C001742,62,95.45,month-to-month,credit-card,1,1
C001743,63,87.93,one-year,electronic-check,0,0
C001744,49,88.09,two-year,bank-transfer,0,0
C001745,14,58.12,two-year,bank-transfer,2,0
C001746,70,48.39,two-year,electronic-check,0,0
C001747,47,92.29,two-year,electronic-check,0,0
C001748,16,39.47,one-year,electronic-check,2,0
C001749,64,66.24,two-year,bank-transfer,1,0
C001750,63,82.69,one-year,electronic-check,2,0
C001751,6,58.11,month-to-month,electronic-check,1,1
C001752,39,79.88,two-year,credit-card,0,0
C001753,14,48.03,one-year,credit-card,0,0
C001754,29,103.05,month-to-month,electronic-check,0,0
C001755,32,56.28,one-year,bank-transfer,0,0
C001756,27,104.78,one-year,credit-card,0,0
C001757,72,70.82,month-to-month,electronic-check,0,0
C001758,49,110.33,month-to-month,credit-card,1,0
C001759,65,64.72,month-to-month,electronic-check,0,0
C001760,36,38.46,month-to-month,electronic-check,0,0
C001761,47,114.26,two-year,credit-card,1,0
C001762,10,75.15,one-year,electronic-check,0,0
C001763,55,20.88,two-year,bank-transfer,0,0
C001764,31,109.55,one-year,electronic-check,0,0
C001765,17,68.02,two-year,credit-card,0,0
C001766,14,50.31,one-year,bank-transfer,0,1
C001767,37,26.37,two-year,credit-card,0,0
C001768,69,35.03,one-year,credit-card,0,0
C001769,18,104.57,one-year,bank-transfer,0,0
C001770,20,89.06,month-to-month,credit-card,0,1
C001771,12,107.0,two-year,credit-card,2,0
C001772,41,71.09,two-year,electronic-check,3,0
C001773,39,109.18,one-year,electronic-check,0,0
C001774,56,107.0,one-year,credit-card,0,0
C001775,62,42.06,two-year,credit-card,0,0
C001776,63,84.32,month-to-month,credit-card,0,1
C001777,62,43.06,two-year,bank-transfer,2,0
C001778,59,92.14,one-year,electronic-check,0,0
C001779,51,72.77,one-year,electronic-check,0,1
C001780,25,89.06,one-year,electronic-check,0,0
C001781,34,69.61,two-year,bank-transfer,0,0
C001782,32,69.35,month-to-month,bank-transfer,2,0
C001783,10,31.75,two-year,credit-card,3,0
C001784,59,61.15,one-year,credit-card,2,0
C001785,12,65.04,one-year,electronic-check,0,0
C001786,65,25.22,two-year,electronic-check,0,0
C001787,25,64.81,month-to-month,credit-card,0,1
C001788,15,93.99,month-to-month,electronic-check,1,0
C001789,43,111.93,two-year,electronic-check,0,0
C001790,13,33.63,month-to-month,credit-card,4,0
C001791,60,70.63,one-year,electronic-check,1,0
C001792,8,20.47,one-year,bank-transfer,3,1
C001793,15,93.5,one-year,bank-transfer,0,0
C001794,62,116.01,month-to-month,credit-card,0,1
C001795,43,104.91,two-year,bank-transfer,0,0
C001796,49,25.05,one-year,credit-card,0,0
C001797,22,50.91,month-to-month,bank-transfer,0,0
C001798,56,71.8,month-to-month,electronic-check,0,0
C001799,19,62.07,one-year,electronic-check,0,0
C001800,38,27.51,month-to-month,credit-card,0,0
C001801,55,31.81,one-year,bank-transfer,0,0
C001802,49,75.53,month-to-month,credit-card,1,0
C001803,51,96.17,two-year,credit-card,1,0
C001804,70,104.01,one-year,bank-transfer,1,1
C001805,55,22.08,one-year,bank-transfer,2,0
C001806,42,24.6,two-year,electronic-check,0,0
C001807,20,82.55,month-to-month,bank-transfer,0,0
C001808,13,51.45,two-year,electronic-check,0,0
C001809,63,79.47,two-year,bank-transfer,3,0
C001810,62,76.91,one-year,bank-transfer,2,0
C001811,6,112.22,two-year,credit-card,0,0
C001812,45,35.89,month-to-month,credit-card,1,1
C001813,65,73.61,two-year,electronic-check,2,0
C001814,6,93.45,two-year,electronic-check,0,0
C001815,59,88.65,month-to-month,credit-card,0,0
C001816,37,67.31,two-year,electronic-check,3,0
C001817,65,57.25,two-year,electronic-check,0,0
C001818,59,115.27,month-to-month,electronic-check,0,1
C001819,6,41.3,month-to-month,electronic-check,0,1
C001820,26,39.89,two-year,electronic-check,0,0
C001821,24,81.98,one-year,bank-transfer,1,0
C001822,43,58.95,two-year,credit-card,0,0
C001823,56,118.91,two-year,credit-card,0,0
C001824,52,65.15,one-year,credit-card,0,0
C001825,26,98.98,one-year,credit-card,0,0
C001826,68,70.59,one-year,bank-transfer,5,0
C001827,18,90.12,two-year,bank-transfer,0,0
C001828,36,60.67,month-to-month,electronic-check,0,0
C001829,43,27.31,one-year,bank-transfer,1,1
C001830,24,111.88,one-year,bank-transfer,0,0
C001831,4,56.78,one-year,electronic-check,0,0
C001832,13,107.24,two-year,bank-transfer,0,0
C001833,54,106.43,two-year,electronic-check,0,0
C001834,7,44.45,month-to-month,electronic-check,0,0
C001835,41,87.41,one-year,electronic-check,0,0
C001836,48,45.93,two-year,bank-transfer,0,0
C001837,24,41.67,one-year,electronic-check,2,1
C001838,2,24.75,month-to-month,electronic-check,1,1
C001839,70,88.4,one-year,credit-card,0,0
C001840,71,104.98,month-to-month,credit-card,0,0
C001841,63,107.15,month-to-month,credit-card,3,1
C001842,63,96.26,month-to-month,bank-transfer,1,1
C001843,40,29.91,two-year,electronic-check,0,0
C001844,49,81.68,two-year,electronic-check,0,1
C001845,12,115.06,month-to-month,bank-transfer,3,0
C001846,9,60.48,month-to-month,credit-card,1,1
C001847,7,35.06,month-to-month,electronic-check,0,1
C001848,23,61.65,one-year,electronic-check,0,0
C001849,65,91.21,two-year,bank-transfer,0,0
C001850,8,37.75,two-year,electronic-check,0,0
C001851,5,56.44,one-year,credit-card,1,0
C001852,30,29.5,month-to-month,electronic-check,3,1
C001853,26,108.34,month-to-month,bank-transfer,1,1
C001854,45,58.94,one-year,bank-transfer,0,0
C001855,39,36.07,two-year,bank-transfer,0,0
C001856,60,70.74,two-year,bank-transfer,0,0
C001857,61,89.34,two-year,bank-transfer,0,0
C001858,52,91.23,one-year,bank-transfer,0,0
C001859,23,45.64,month-to-month,electronic-check,0,1
C001860,4,114.09,one-year,credit-card,1,0
C001861,69,70.52,one-year,electronic-check,0,0
C001862,57,25.39,one-year,credit-card,0,0
C001863,67,58.18,two-year,bank-transfer,1,0
C001864,11,21.28,one-year,bank-transfer,0,0
C001865,1,56.45,month-to-month,bank-transfer,2,1
C001866,12,82.42,one-year,bank-transfer,0,1
C001867,13,67.98,month-to-month,credit-card,0,1
C001868,56,95.31,month-to-month,electronic-check,0,0
C001869,17,88.56,month-to-month,credit-card,0,0
C001870,34,24.17,two-year,bank-transfer,0,0
C001871,48,54.42,two-year,electronic-check,0,0
C001872,60,70.34,one-year,electronic-check,2,0
C001873,23,62.92,one-year,bank-transfer,0,0
C001874,22,76.67,one-year,bank-transfer,0,0
C001875,29,102.43,month-to-month,electronic-check,0,0
C001876,6,50.39,month-to-month,credit-card,0,1
C001877,65,97.24,one-year,electronic-check,0,0
C001878,43,115.54,two-year,bank-transfer,0,1
C001879,39,24.57,one-year,credit-card,1,0
C001880,55,100.37,two-year,credit-card,0,0
C001881,46,49.65,one-year,electronic-check,2,0
C001882,17,21.31,one-year,bank-transfer,0,1
C001883,14,91.66,one-year,bank-transfer,2,0
C001884,61,25.91,month-to-month,electronic-check,0,0
C001885,31,118.48,two-year,credit-card,5,0
C001886,38,43.27,two-year,credit-card,0,0
C001887,61,101.38,one-year,credit-card,0,0
C001888,67,62.55,month-to-month,credit-card,0,0
C001889,61,79.76,one-year,electronic-check,0,0
C001890,2,37.62,one-year,bank-transfer,1,0
C001891,60,88.33,month-to-month,electronic-check,0,0
C001892,24,36.64,month-to-month,electronic-check,0,1
C001893,15,70.4,one-year,credit-card,1,0
C001894,70,57.84,month-to-month,electronic-check,0,0
C001895,57,31.63,month-to-month,credit-card,1,1
C001896,47,53.22,month-to-month,credit-card,0,0
C001897,57,44.06,month-to-month,bank-transfer,0,0
C001898,9,33.43,two-year,credit-card,0,0
C001899,35,74.71,two-year,credit-card,1,0
C001900,65,44.36,two-year,electronic-check,0,0
C001901,66,30.96,two-year,bank-transfer,2,0
C001902,39,118.56,one-year,bank-transfer,0,1
C001903,63,99.54,two-year,bank-transfer,0,0
C001904,54,102.98,month-to-month,credit-card,0,1
C001905,46,66.96,one-year,credit-card,0,0
C001906,38,35.91,two-year,credit-card,0,0
C001907,71,100.95,two-year,electronic-check,4,0
C001908,70,60.16,two-year,credit-card,2,0
C001909,41,112.52,one-year,electronic-check,0,0
C001910,56,46.66,two-year,credit-card,1,0
C001911,17,49.69,one-year,bank-transfer,4,0
C001912,70,23.45,month-to-month,electronic-check,0,1
C001913,43,103.11,two-year,electronic-check,0,0
C001914,50,39.27,two-year,bank-transfer,0,0
C001915,59,96.91,one-year,electronic-check,3,0
C001916,9,75.43,month-to-month,electronic-check,1,0
C001917,58,70.81,month-to-month,bank-transfer,2,0
C001918,68,63.4,one-year,credit-card,0,0
C001919,4,94.88,two-year,electronic-check,0,0
C001920,30,62.03,two-year,electronic-check,0,0
C001921,32,96.18,two-year,credit-card,0,0
C001922,36,79.55,two-year,credit-card,0,0
C001923,32,51.02,month-to-month,electronic-check,0,0
C001924,9,37.58,two-year,electronic-check,0,0
C001925,48,88.86,month-to-month,credit-card,0,0
C001926,39,43.65,two-year,electronic-check,0,0
C001927,71,35.86,month-to-month,electronic-check,0,0
C001928,27,81.45,month-to-month,bank-transfer,0,1
C001929,28,91.49,two-year,bank-transfer,0,0
C001930,45,69.18,month-to-month,electronic-check,0,0
C001931,37,43.73,one-year,electronic-check,0,0
C001932,53,118.65,one-year,bank-transfer,0,0
C001933,19,21.58,one-year,bank-transfer,0,0
C001934,55,57.01,one-year,electronic-check,0,0
C001935,36,101.8,month-to-month,credit-card,0,1
C001936,70,73.06,month-to-month,credit-card,1,1
C001937,58,61.73,month-to-month,credit-card,0,0
C001938,22,96.12,month-to-month,bank-transfer,2,1
C001939,18,52.02,month-to-month,bank-transfer,0,1
C001940,35,61.2,two-year,credit-card,1,1
C001941,4,107.32,one-year,credit-card,0,0
C001942,72,66.73,month-to-month,credit-card,0,1
C001943,56,62.19,two-year,bank-transfer,0,0
C001944,28,48.5,month-to-month,credit-card,1,1
C001945,55,37.9,two-year,bank-transfer,0,0
C001946,69,92.82,two-year,credit-card,0,1
C001947,33,37.28,one-year,bank-transfer,2,0
C001948,63,77.07,one-year,bank-transfer,0,0
C001949,72,59.6,month-to-month,bank-transfer,0,0
C001950,10,55.17,two-year,electronic-check,0,0
C001951,6,50.52,one-year,electronic-check,0,0
C001952,16,57.98,two-year,credit-card,1,1
C001953,38,108.53,one-year,electronic-check,1,0
C001954,51,102.76,one-year,electronic-check,0,1
C001955,15,91.33,month-to-month,bank-transfer,2,0
C001956,45,57.2,two-year,credit-card,0,0
C001957,30,70.43,two-year,bank-transfer,1,0
C001958,24,76.6,month-to-month,credit-card,0,0
C001959,29,108.33,two-year,bank-transfer,0,0
C001960,49,80.22,month-to-month,credit-card,1,1
C001961,45,84.54,one-year,electronic-check,0,0
C001962,47,48.42,one-year,bank-transfer,0,0
C001963,57,90.09,one-year,electronic-check,0,1
C001964,68,53.74,two-year,electronic-check,0,0
C001965,6,53.59,two-year,bank-transfer,2,1
C001966,55,67.5,month-to-month,credit-card,0,0
C001967,1,25.69,one-year,electronic-check,0,1
C001968,48,55.14,one-year,electronic-check,2,0
C001969,28,119.03,one-year,bank-transfer,1,1
C001970,56,54.07,two-year,bank-transfer,0,0
C001971,36,46.14,one-year,credit-card,0,0
C001972,69,31.79,one-year,bank-transfer,3,0
C001973,57,72.09,month-to-month,electronic-check,2,1
C001974,14,53.87,two-year,credit-card,0,0
C001975,52,51.46,month-to-month,credit-card,2,0
C001976,2,81.36,one-year,credit-card,0,0
C001977,61,52.6,one-year,credit-card,0,1
C001978,59,117.25,month-to-month,credit-card,3,0
C001979,70,42.17,one-year,credit-card,0,0
C001980,70,39.09,month-to-month,bank-transfer,0,1
C001981,13,97.3,one-year,credit-card,0,0
C001982,49,115.25,one-year,electronic-check,0,0
C001983,47,88.02,two-year,electronic-check,0,0
C001984,46,57.08,month-to-month,electronic-check,0,0
C001985,43,48.21,two-year,bank-transfer,0,1
C001986,64,72.64,two-year,electronic-check,0,0
C001987,67,85.16,month-to-month,electronic-check,0,0
C001988,17,28.93,month-to-month,bank-transfer,0,0
C001989,15,44.14,two-year,electronic-check,0,0
C001990,40,87.97,two-year,credit-card,2,1
C001991,50,57.06,one-year,credit-card,0,1
C001992,16,95.41,two-year,electronic-check,3,0
C001993,39,63.28,month-to-month,electronic-check,0,0
C001994,41,95.09,month-to-month,credit-card,0,0
C001995,19,109.42,month-to-month,credit-card,0,0
C001996,53,59.96,one-year,credit-card,0,0
C001997,8,100.8,two-year,electronic-check,1,0
C001998,4,61.34,month-to-month,electronic-check,0,1
C001999,28,53.81,two-year,electronic-check,0,0
C002000,68,27.04,two-year,bank-transfer,0,0
C002001,31,119.85,one-year,bank-transfer,0,0
C002002,30,75.41,two-year,bank-transfer,0,0
C002003,55,37.24,two-year,credit-card,0,0
C002004,12,30.21,one-year,electronic-check,1,0
C002005,8,23.82,month-to-month,bank-transfer,0,0
C002006,10,80.5,two-year,credit-card,0,0
C002007,46,90.61,two-year,bank-transfer,0,0
C002008,51,53.48,one-year,bank-transfer,0,1
C002009,1,60.03,two-year,bank-transfer,0,0
C002010,50,109.01,month-to-month,electronic-check,0,1
C002011,51,109.1,one-year,bank-transfer,0,0
C002012,34,38.4,month-to-month,credit-card,0,0
C002013,69,107.36,two-year,electronic-check,0,0
C002014,54,81.91,month-to-month,bank-transfer,0,1
C002015,39,45.36,one-year,electronic-check,2,0
C002016,16,43.31,month-to-month,credit-card,3,1
C002017,26,52.15,one-year,bank-transfer,3,0
C002018,66,110.82,one-year,bank-transfer,0,0
C002019,56,32.4,two-year,bank-transfer,1,0
C002020,22,41.64,one-year,credit-card,0,0
C002021,66,102.04,two-year,electronic-check,0,0
C002022,57,69.46,two-year,electronic-check,0,0
C002023,17,55.7,month-to-month,electronic-check,0,0
C002024,10,113.22,month-to-month,electronic-check,0,1
C002025,15,100.63,one-year,credit-card,4,0
C002026,2,70.86,two-year,bank-transfer,1,0
C002027,36,77.1,two-year,electronic-check,2,0
C002028,54,97.26,month-to-month,bank-transfer,0,1
C002029,41,100.81,month-to-month,credit-card,0,0
C002030,13,105.78,one-year,credit-card,1,0
C002031,49,63.28,one-year,electronic-check,1,0
C002032,55,94.11,two-year,credit-card,1,0
C002033,39,81.62,two-year,bank-transfer,0,0
C002034,37,33.69,one-year,electronic-check,1,0
C002035,68,70.48,month-to-month,bank-transfer,1,0
C002036,1,94.76,two-year,bank-transfer,0,0
C002037,43,62.78,month-to-month,bank-transfer,0,0
C002038,3,47.73,two-year,electronic-check,0,0
C002039,21,44.94,two-year,electronic-check,2,0
C002040,66,66.83,two-year,credit-card,2,0
C002041,16,84.98,two-year,credit-card,0,0
C002042,28,83.38,one-year,credit-card,1,0
C002043,51,85.23,one-year,electronic-check,0,0
C002044,23,51.22,month-to-month,credit-card,0,1
C002045,52,58.54,two-year,bank-transfer,0,0
C002046,59,107.87,one-year,credit-card,0,0
C002047,29,84.04,month-to-month,credit-card,5,0
C002048,65,54.45,month-to-month,electronic-check,0,1
C002049,49,81.35,two-year,bank-transfer,0,0
C002050,18,79.2,two-year,bank-transfer,2,0
C002051,70,52.92,one-year,bank-transfer,3,0
C002052,56,60.45,one-year,bank-transfer,0,0
C002053,22,27.88,one-year,electronic-check,1,0
C002054,62,86.98,two-year,bank-transfer,1,0
C002055,69,58.25,month-to-month,bank-transfer,0,1
C002056,44,106.33,month-to-month,bank-transfer,0,1
C002057,17,73.69,one-year,electronic-check,0,0
C002058,34,54.38,one-year,bank-transfer,1,0
C002059,71,37.56,month-to-month,electronic-check,0,0
C002060,39,71.55,two-year,bank-transfer,1,0
C002061,16,58.55,two-year,bank-transfer,0,0
C002062,45,47.28,month-to-month,credit-card,0,1
C002063,72,24.54,one-year,electronic-check,0,0
C002064,57,52.95,two-year,credit-card,0,0
C002065,19,74.43,month-to-month,credit-card,1,1
C002066,1,107.42,one-year,credit-card,0,0
C002067,10,118.95,one-year,bank-transfer,1,0
C002068,68,60.62,month-to-month,electronic-check,0,1
C002069,38,65.1,one-year,electronic-check,1,1
C002070,69,22.77,one-year,credit-card,2,0
C002071,18,118.18,two-year,electronic-check,2,0
C002072,22,28.57,month-to-month,credit-card,2,1
C002073,38,48.59,two-year,electronic-check,0,0
C002074,14,109.85,month-to-month,credit-card,1,0
C002075,34,38.86,month-to-month,bank-transfer,0,1
C002076,16,104.45,two-year,credit-card,0,0
C002077,66,48.82,two-year,electronic-check,0,0
C002078,50,52.29,month-to-month,electronic-check,0,0
C002079,64,117.68,two-year,credit-card,0,0
C002080,12,110.78,month-to-month,credit-card,2,0
C002081,27,54.07,two-year,bank-transfer,0,0
C002082,12,110.15,one-year,electronic-check,0,0
C002083,17,37.41,two-year,credit-card,0,0
C002084,12,30.21,month-to-month,electronic-check,0,1
C002085,16,82.02,one-year,electronic-check,0,0
C002086,60,26.33,two-year,bank-transfer,0,0
C002087,51,87.94,one-year,electronic-check,0,0
C002088,55,95.53,one-year,credit-card,1,0
C002089,29,42.67,month-to-month,bank-transfer,0,0
C002090,4,34.73,month-to-month,bank-transfer,2,0
C002091,56,78.0,one-year,credit-card,0,0
C002092,55,105.12,one-year,electronic-check,0,0
C002093,48,57.12,month-to-month,bank-transfer,0,1
C002094,13,79.51,two-year,bank-transfer,0,0
C002095,2,31.97,two-year,credit-card,0,0
C002096,64,77.54,month-to-month,credit-card,3,0
C002097,10,115.65,one-year,credit-card,0,0
C002098,66,89.07,month-to-month,credit-card,0,0
C002099,72,109.85,two-year,bank-transfer,0,0
C002100,60,79.98,one-year,credit-card,0,1
C002101,33,103.15,one-year,electronic-check,1,0
C002102,2,26.25,two-year,bank-transfer,0,0
C002103,18,21.57,one-year,credit-card,1,0
C002104,55,45.37,two-year,credit-card,5,0
C002105,22,63.78,two-year,electronic-check,0,0
C002106,28,63.02,month-to-month,credit-card,0,1
C002107,45,66.53,two-year,bank-transfer,0,0
C002108,28,28.42,one-year,electronic-check,0,0
C002109,17,80.24,one-year,bank-transfer,0,0
C002110,40,73.04,month-to-month,credit-card,0,0
C002111,25,34.52,two-year,electronic-check,0,0
C002112,9,53.32,one-year,bank-transfer,0,0
C002113,19,108.96,month-to-month,bank-transfer,0,1
C002114,42,29.08,one-year,credit-card,0,0
C002115,51,96.57,one-year,electronic-check,1,0
C002116,64,100.71,month-to-month,credit-card,0,0
C002117,65,106.21,two-year,electronic-check,0,0
C002118,68,31.09,month-to-month,bank-transfer,0,1
C002119,17,81.75,one-year,credit-card,0,0
C002120,40,81.25,month-to-month,electronic-check,3,0
C002121,15,24.0,month-to-month,credit-card,0,0
C002122,50,24.1,two-year,bank-transfer,0,0
C002123,17,28.25,one-year,electronic-check,0,0
C002124,16,61.16,two-year,credit-card,0,0
C002125,3,75.62,one-year,credit-card,0,1
C002126,36,62.07,month-to-month,credit-card,2,0
C002127,66,104.95,two-year,credit-card,0,0
C002128,27,95.51,two-year,bank-transfer,0,0
C002129,65,77.68,one-year,credit-card,0,0
C002130,19,50.0,one-year,electronic-check,0,0
C002131,8,103.97,one-year,electronic-check,1,0
C002132,43,117.69,month-to-month,bank-transfer,0,0
C002133,24,67.92,one-year,bank-transfer,0,1
C002134,44,32.53,one-year,electronic-check,2,0
C002135,9,43.18,month-to-month,bank-transfer,3,0
C002136,4,43.46,one-year,electronic-check,0,0
C002137,66,94.36,two-year,bank-transfer,0,0
C002138,1,54.92,month-to-month,credit-card,2,0
C002139,31,48.36,one-year,credit-card,0,1
C002140,33,47.92,two-year,electronic-check,1,0
C002141,47,33.99,two-year,electronic-check,2,0
C002142,33,28.6,two-year,bank-transfer,1,0
C002143,36,111.53,month-to-month,credit-card,1,1
C002144,40,66.45,two-year,bank-transfer,2,0
C002145,27,69.2,two-year,credit-card,0,0
C002146,71,38.41,month-to-month,electronic-check,2,1
C002147,28,60.88,month-to-month,bank-transfer,0,1
C002148,17,78.27,month-to-month,credit-card,0,0
C002149,71,117.17,one-year,credit-card,4,1
C002150,43,108.9,one-year,credit-card,0,0
C002151,3,92.3,two-year,bank-transfer,1,0
C002152,18,90.53,two-year,credit-card,0,0
C002153,12,43.38,two-year,bank-transfer,1,0
C002154,34,87.43,two-year,bank-transfer,0,0
C002155,1,42.17,one-year,electronic-check,0,0
C002156,19,85.23,month-to-month,credit-card,0,0
C002157,37,103.81,month-to-month,electronic-check,2,0
C002158,11,75.79,month-to-month,electronic-check,0,1
C002159,56,102.83,one-year,bank-transfer,1,0
C002160,25,109.82,two-year,credit-card,0,0
C002161,27,85.15,month-to-month,bank-transfer,0,1
C002162,10,26.07,one-year,credit-card,2,0
C002163,11,90.07,one-year,electronic-check,0,0
C002164,15,118.9,month-to-month,credit-card,2,1
C002165,68,52.84,month-to-month,credit-card,0,1
C002166,15,89.48,two-year,credit-card,1,0
C002167,69,101.06,month-to-month,electronic-check,1,0
C002168,65,119.69,month-to-month,bank-transfer,2,0
C002169,41,81.98,two-year,electronic-check,1,0
C002170,46,65.78,month-to-month,bank-transfer,0,0
C002171,51,75.52,month-to-month,bank-transfer,0,0
C002172,16,62.04,two-year,bank-transfer,0,0
C002173,55,77.55,month-to-month,electronic-check,0,0
C002174,8,50.59,month-to-month,bank-transfer,0,1
C002175,39,32.29,two-year,credit-card,1,0
C002176,23,44.28,two-year,credit-card,1,1
C002177,22,65.02,two-year,credit-card,1,0
C002178,21,59.97,month-to-month,electronic-check,1,1
C002179,3,47.16,one-year,credit-card,0,0
C002180,14,21.39,one-year,electronic-check,0,0
C002181,38,44.49,month-to-month,credit-card,1,1
C002182,69,45.35,one-year,electronic-check,0,1
C002183,60,33.16,two-year,electronic-check,2,0
C002184,22,74.73,one-year,electronic-check,0,0
C002185,72,71.33,two-year,credit-card,0,0
C002186,56,46.12,two-year,bank-transfer,2,0
C002187,1,32.43,two-year,electronic-check,0,0
C002188,39,23.12,month-to-month,electronic-check,0,1
C002189,20,20.23,month-to-month,electronic-check,0,0
C002190,33,33.47,two-year,electronic-check,0,0
C002191,12,91.05,two-year,credit-card,1,0
C002192,39,67.35,month-to-month,bank-transfer,1,1
C002193,53,96.07,month-to-month,credit-card,0,1
C002194,39,61.35,month-to-month,electronic-check,0,1
C002195,44,51.84,one-year,credit-card,0,0
C002196,57,85.32,one-year,bank-transfer,0,0
C002197,47,104.27,month-to-month,bank-transfer,0,0
C002198,69,45.17,one-year,credit-card,0,0
C002199,8,110.22,month-to-month,credit-card,0,0
C002200,45,108.72,one-year,bank-transfer,0,0
C002201,12,34.83,month-to-month,credit-card,0,0
C002202,58,106.63,two-year,credit-card,2,0
C002203,70,22.72,two-year,bank-transfer,0,0
C002204,15,34.77,one-year,electronic-check,0,0
C002205,51,84.0,one-year,credit-card,0,0
C002206,24,89.16,two-year,electronic-check,2,0
C002207,70,34.31,month-to-month,credit-card,0,0
C002208,57,86.3,one-year,credit-card,0,1
C002209,22,54.81,one-year,bank-transfer,0,0
C002210,33,24.92,month-to-month,bank-transfer,0,1
C002211,52,74.31,two-year,electronic-check,0,0
C002212,24,34.31,month-to-month,credit-card,0,1
C002213,22,39.97,one-year,electronic-check,0,1
C002214,35,64.76,one-year,credit-card,0,0
C002215,48,90.97,month-to-month,bank-transfer,0,0
C002216,33,67.21,month-to-month,credit-card,1,0
C002217,22,108.67,month-to-month,credit-card,0,1
C002218,12,115.75,one-year,electronic-check,1,0
C002219,50,22.16,month-to-month,electronic-check,0,0
C002220,31,87.39,month-to-month,bank-transfer,0,0
C002221,32,119.55,month-to-month,bank-transfer,1,0
C002222,62,109.75,one-year,bank-transfer,1,0
C002223,23,81.31,two-year,electronic-check,0,0
C002224,29,77.08,two-year,bank-transfer,1,0
C002225,49,89.18,one-year,bank-transfer,0,0
C002226,49,118.67,two-year,bank-transfer,1,0
C002227,31,58.78,two-year,bank-transfer,0,0
C002228,1,46.05,one-year,credit-card,1,0
C002229,45,41.89,one-year,bank-transfer,0,0
C002230,57,47.08,two-year,bank-transfer,0,0
C002231,49,59.99,two-year,electronic-check,0,0
C002232,2,106.31,month-to-month,electronic-check,0,1
C002233,19,38.92,one-year,bank-transfer,3,0
C002234,19,119.26,one-year,credit-card,3,0
C002235,65,118.83,month-to-month,electronic-check,0,0
C002236,49,52.21,two-year,bank-transfer,0,0
C002237,38,115.62,one-year,electronic-check,0,1
C002238,4,38.52,two-year,bank-transfer,0,1
C002239,52,111.37,two-year,bank-transfer,1,0
C002240,69,88.69,two-year,credit-card,1,0
C002241,16,40.95,one-year,credit-card,0,0
C002242,38,22.35,month-to-month,electronic-check,2,0
C002243,46,39.82,month-to-month,credit-card,0,0
C002244,43,53.74,one-year,bank-transfer,2,1
C002245,48,36.65,two-year,bank-transfer,0,0
C002246,72,29.78,one-year,bank-transfer,0,1
C002247,27,113.65,month-to-month,electronic-check,1,1
C002248,7,50.11,two-year,credit-card,0,0
C002249,19,99.05,month-to-month,credit-card,0,0
C002250,22,91.08,two-year,electronic-check,0,0
C002251,49,74.25,month-to-month,electronic-check,0,1
C002252,59,75.26,one-year,credit-card,0,0
C002253,71,40.16,one-year,electronic-check,0,0
C002254,13,54.4,month-to-month,credit-card,0,0
C002255,22,72.17,one-year,credit-card,0,0
C002256,2,119.01,month-to-month,credit-card,0,1
C002257,22,30.03,month-to-month,bank-transfer,0,1
C002258,43,39.23,month-to-month,electronic-check,2,0
